city,country,lat,lng
Passaic,United States,40.8574,-74.1282
Ziguinchor,Senegal,12.5861,-16.2707
Minami-Alps,Japan,35.6083,138.465
Uwajima,Japan,33.2167,132.5667
Roxas,Philippines,10.3197,119.3408
Porterville,United States,36.0643,-119.0338
Rioverde,Mexico,21.93,-99.98
Rittō,Japan,35.0167,136.0
Saint-Louis du Nord,Haiti,19.934,-72.7214
Cergy,France,49.0361,2.0631
Inowrocław,Poland,52.7931,18.2611
Somasso,Mali,12.8728,-5.6033
L’Aquila,Italy,42.354,13.392
Tivaouane,Senegal,14.9543,-16.8132
Tournai,Belgium,50.6056,3.3881
Buynaksk,Russia,42.8167,47.1167
Maricopa,United States,33.0408,-112.0011
Samch’ŏk,"Korea, South",37.45,129.165
Rhondda,United Kingdom,51.6159,-3.4175
Apatity,Russia,67.5667,33.4
Biguaçu,Brazil,-27.4942,-48.6556
Thohoyandou,South Africa,-22.95,30.4833
Castelldefels,Spain,41.286,1.982
Poptún,Guatemala,16.3222,-89.4222
Sōja,Japan,34.6728,133.7464
Izúcar de Matamoros,Mexico,18.6,-98.4667
Tripunittura,India,9.9439,76.3494
Toyoake,Japan,35.0509,137.0128
Al Qūşīyah,Egypt,27.4444,30.8167
Fajardo,Puerto Rico,18.3331,-65.6589
Alenquer,Brazil,-1.9419,-54.7378
Victoria,Philippines,15.5781,120.6819
Aqsū,Kazakhstan,52.0333,76.9167
Chisec,Guatemala,15.8125,-90.3217
Kirdāsah,Egypt,30.031,31.1111
Nowrangapur,India,19.23,82.55
Welland,Canada,42.9833,-79.2333
Spring Hill,United States,35.7437,-86.9116
Bitola,North Macedonia,41.0319,21.3347
Planeta Rica,Colombia,8.4089,-75.5819
Don Carlos,Philippines,7.6808,124.9953
Bafia,Cameroon,4.75,11.2167
Cawayan,Philippines,11.9303,123.7689
Anan,Japan,33.9167,134.6667
Limonade,Haiti,19.6701,-72.1243
Limbé,Haiti,19.706,-72.4034
Shangchuankou,China,36.3283,102.8015
Gaithersburg,United States,39.1346,-77.2131
El Paso de Robles,United States,35.6394,-120.656
Barra do Garças,Brazil,-15.89,-52.2569
Ongjang,"Korea, North",37.9371,125.3571
Cuímba,Angola,-6.1178,14.6172
Torbeck,Haiti,18.1634,-73.8095
East Orange,United States,40.7651,-74.2117
Aalen,Germany,48.8333,10.1
Fedosiia,Ukraine,45.0342,35.3792
Rongcheng,China,39.0525,115.8603
Ad Darb,Saudi Arabia,17.7229,42.2526
Imola,Italy,44.3531,11.7147
Necoclí,Colombia,8.4167,-76.7833
Mansehra,Pakistan,34.3339,73.2014
Mineral’nyye Vody,Russia,44.2167,43.1333
Renk,South Sudan,11.7431,32.8049
Kladno,Czechia,50.1431,14.1053
Mila,Algeria,36.4503,6.2644
Lippstadt,Germany,51.6667,8.35
Bhawānipatna,India,19.91,83.128
Mocuba,Mozambique,-16.8391,36.9855
Dharmasāgaram,India,17.9933,79.4428
Vaasa,Finland,63.1,21.6167
Granby,Canada,45.4,-72.7333
San Pascual,Philippines,13.8,121.03
Southampton,United States,40.8997,-72.4931
Peruíbe,Brazil,-24.32,-46.9983
Kireka,Uganda,0.3467,32.5
Kamsar,Guinea,10.65,-14.6167
Moriya,Japan,35.9514,139.9754
Tanabe,Japan,33.7333,135.3833
Mocuba,Mozambique,-16.8496,38.26
Mococa,Brazil,-21.4678,-47.0047
Piotrków Trybunalski,Poland,51.4,19.6833
Varisshiyakuni,India,11.6325,75.584
Huishi,China,35.6918,105.0531
Yitiaoshan,China,37.1889,104.0571
La Paz,Philippines,15.4431,120.7289
Bagumbayan,Philippines,6.5339,124.5633
Liuhe,China,42.2669,125.7404
Pālghar,India,19.6969,72.7654
Sumter,United States,33.9392,-80.393
La Chorrera,Panama,8.8792,-79.7822
Buenavista,Philippines,8.97,125.41
San José del Guaviare,Colombia,2.5667,-72.6333
Queenstown,South Africa,-31.9,26.8833
Yunnanyi,China,25.4245,100.689
Villanueva y Geltrú,Spain,41.2242,1.7256
Grand Forks,United States,47.9214,-97.0884
Aparri,Philippines,18.3575,121.6372
Assen,Netherlands,52.9953,6.5606
Ixtaczoquitlán,Mexico,18.85,-97.0667
Ponta Delgada,Portugal,37.74,-25.67
Purísima de Bustos,Mexico,21.0333,-101.8667
Jacona de Plancarte,Mexico,19.9333,-102.3167
Pakribarawān,India,24.9516,85.7347
Al Aḩmadī,Kuwait,29.0769,48.0838
Suwałki,Poland,54.0989,22.9286
Say’ūn,Yemen,15.943,48.7873
Yuriria,Mexico,20.2,-101.15
Bristol,United States,36.5572,-82.2154
Todupulai,India,9.9,76.7192
Mineral de la Reforma,Mexico,20.15,-98.4333
Indang,Philippines,14.2,120.88
Sabae,Japan,35.9565,136.1843
Alamada,Philippines,7.3868,124.5534
Isnā,Egypt,25.2933,32.5564
Požarevac,Serbia,44.62,21.1897
Kāyankulam,India,9.172,76.501
Velsen-Zuid,Netherlands,52.4667,4.6167
Michigan City,United States,41.7092,-86.869
Gary,United States,41.5905,-87.3473
Minusinsk,Russia,53.7,91.6833
Solok,Indonesia,-0.7997,100.6661
Jarabacoa,Dominican Republic,19.1167,-70.6333
Parādīp Garh,India,20.316,86.61
Quartu Sant’Elena,Italy,39.2413,9.1839
Valle Hermoso,Mexico,25.6736,-97.8144
Dubuque,United States,42.5002,-90.707
Bouira,Algeria,36.38,3.9014
San Leonardo,Philippines,15.3611,120.9622
Ilkal,India,15.9592,76.1135
Schenectady,United States,42.8025,-73.9275
Zapotlanejo,Mexico,20.6228,-103.0689
Doboj,Bosnia and Herzegovina,44.7333,18.1333
Víctor Larco Herrera,Peru,-8.1333,-79.05
Nihtaur,India,29.33,78.38
E’erguna,China,50.243,120.181
Ubon Ratchathani,Thailand,15.2281,104.8594
Mamungan,Philippines,8.12,124.22
Casper,United States,42.842,-106.3208
Levallois-Perret,France,48.895,2.2872
Sanza Pombo,Angola,-7.3333,16.0
Tangub,Philippines,8.0667,123.75
Anjangaon,India,21.15,77.28
Franklin,United States,40.4759,-74.5515
Şəki,Azerbaijan,41.1919,47.1706
Bardi̇̄bās,Nepal,26.9917,85.8917
Tuymazy,Russia,54.6,53.7
Puerto San José,Guatemala,13.9333,-90.8167
Ash Shiḩr,Yemen,14.7608,49.6069
Oriximiná,Brazil,-1.7658,-55.8658
Hämeenlinna,Finland,60.9944,24.4667
Adrar,Algeria,27.8667,-0.2833
Hanford,United States,36.3274,-119.6549
Lodja,Congo (Kinshasa),-3.5242,23.5964
Matara,Sri Lanka,5.95,80.5333
St. Albert,Canada,53.6303,-113.6258
Otukpo,Nigeria,7.1904,8.13
Swedru,Ghana,5.5371,-0.6998
Nghĩa Lộ,Vietnam,21.5758,104.5192
Tynemouth,United Kingdom,55.017,-1.423
Shawnee,United States,39.0158,-94.8076
Sipocot,Philippines,13.7675,122.9783
Tuburan,Philippines,10.73,123.83
South Hill,United States,47.1198,-122.2853
Eagan,United States,44.817,-93.1638
Union City,United States,37.6032,-122.0181
Miagao,Philippines,10.6442,122.2352
Xá Muteba,Angola,-9.5167,17.8167
Cuyapo,Philippines,15.7778,120.6608
Mbaké,Senegal,14.7903,-15.9078
Pinheiro,Brazil,-2.5208,-45.0828
Fort McMurray,Canada,56.7333,-111.3833
Lindong,China,43.9681,119.3756
Renukūt,India,24.2,83.03
Ixtlahuacán de los Membrillos,Mexico,20.35,-103.1833
Putrajaya,Malaysia,2.914,101.7019
Al Buraymī,Oman,24.2558,55.8025
Weston,United States,26.1006,-80.4054
Dinslaken,Germany,51.5667,6.7333
San Pedro Ayampuc,Guatemala,14.7833,-90.45
La Barca,Mexico,20.2833,-102.5667
Kankakee,United States,41.102,-87.8643
Yanghe,China,38.2727,106.2496
Castillejos,Philippines,14.93,120.2
Antalaha,Madagascar,-14.8833,50.2833
Leander,United States,30.5728,-97.8618
Hammond,United States,30.5061,-90.4563
Ōdate,Japan,40.2714,140.5642
Siuri,India,23.91,87.527
Bodītī,Ethiopia,6.8667,37.8667
Januária,Brazil,-15.4886,-44.36
Chengjiao Chengguanzhen,China,34.4362,104.0306
Conceição do Coité,Brazil,-11.5639,-39.2828
Formiga,Brazil,-20.4644,-45.4264
Ksar el Boukhari,Algeria,35.8856,2.7508
Kamuli,Uganda,0.945,33.125
Xo‘jayli Shahri,Uzbekistan,42.4,59.45
Rājsamand,India,25.07,73.88
Longshan,China,26.4519,106.9718
Bishnupur,India,23.075,87.317
Corvallis,United States,44.5698,-123.2779
Cannock,United Kingdom,52.691,-2.027
Apex,United States,35.7237,-78.8743
Kashiwara,Japan,34.5833,135.6333
Pesqueira,Brazil,-8.3578,-36.6964
Tepotzotlán,Mexico,19.7161,-99.2236
Bayombong,Philippines,16.48,121.15
Sant’Eufemia Lamezia,Italy,38.9198,16.2522
Shashijie,China,28.3458,113.424
Apac,Uganda,1.985,32.535
Issy-les-Moulineaux,France,48.8239,2.27
Pongnam,"Korea, South",37.22,126.9494
Çumra,Turkey,37.575,32.7747
İslahiye,Turkey,37.025,36.6345
Modāsa,India,23.47,73.3
Santa Barbara,Philippines,10.8231,122.5344
Banepā,Nepal,27.6333,85.5167
Kerpen,Germany,50.8719,6.6961
Ishim,Russia,56.1167,69.5
Santa Catarina Otzolotepec,Mexico,18.5667,-97.25
Heroica Caborca,Mexico,30.7167,-112.15
M’diq,Morocco,35.6858,-5.3253
Molepolole,Botswana,-24.4066,25.4951
Walsall,United Kingdom,52.58,-1.98
Calais,France,50.9481,1.8564
Manaure,Colombia,11.7792,-72.4494
Kovel,Ukraine,51.2167,24.7167
Bāprola,India,28.6408,77.0104
Vorkuta,Russia,67.5,64.0333
Abnūb,Egypt,27.2667,31.15
Zigon,Burma,18.3385,95.623
Gauravaram,India,17.1,80.6
Bergen op Zoom,Netherlands,51.5,4.3
Tejen,Turkmenistan,37.3833,60.5
Areguá,Paraguay,-25.3125,-57.3847
Ayolas,Paraguay,-27.3842,-56.8395
Sausar,India,21.65,78.78
Yuquan,China,40.4203,114.0864
Babati,Tanzania,-4.2167,35.75
Taman Senai,Malaysia,1.6006,103.6419
Omīdīyeh,Iran,30.7583,49.705
Huajing,China,31.1194,121.4519
Dhenkānāl,India,20.67,85.6
Zihuatanejo,Mexico,17.6444,-101.5511
Yorba Linda,United States,33.889,-117.7714
Bethesda,United States,38.9866,-77.1188
Chicacao,Guatemala,14.5333,-91.3167
Fuefuki,Japan,35.6473,138.6397
Old Bridge,United States,40.4004,-74.3126
Urun-Islāmpur,India,17.05,74.267
Haverhill,United States,42.7838,-71.0871
Rolândia,Brazil,-23.3097,-51.3692
Colmar,France,48.0817,7.3556
Kostiantynivka,Ukraine,48.5333,37.7167
Viladecáns,Spain,41.3158,2.0197
Stargard Szczeciński,Poland,53.3333,15.0333
Gopālganj,India,26.47,84.43
Itapema,Brazil,-27.0903,-48.6114
Ankazoabokely,Madagascar,-21.5031,45.2112
Bongaigaon,India,26.4769,90.5583
Capelle aan den IJssel,Netherlands,51.9357,4.5782
Cuilco,Guatemala,15.4,-91.9667
Tôlan̈aro,Madagascar,-25.0325,46.9833
Lala Musa,Pakistan,32.7003,73.9578
Rüsselsheim,Germany,50.0,8.4333
Āsela,Ethiopia,7.95,39.1167
Herford,Germany,52.1333,8.6833
Sousa,Brazil,-6.7608,-38.2308
Shiojiri,Japan,36.115,137.9534
Palo Alto,United States,37.3905,-122.1468
La Plata,Colombia,2.39,-75.9075
Rockville,United States,39.0834,-77.1553
Tabatinga,Brazil,-4.2312,-69.9386
Bay,Philippines,14.18,121.28
Wanggezhuang,China,39.6706,116.4382
Washington,United Kingdom,54.9,-1.52
Lushar,China,36.4842,101.5633
Zrenjanin,Serbia,45.3833,20.3894
Spring,United States,30.0613,-95.383
Dolores Hidalgo Cuna de la Independencia Nacional,Mexico,21.1516,-100.9369
Coari,Brazil,-4.085,-63.1408
Chiyoda-ku,Japan,35.694,139.7536
Pikit,Philippines,7.05,124.67
Dhārāpuram,India,10.7314,77.5189
Guruvāyūr,India,10.5946,76.0369
Kashima,Japan,35.9656,140.6448
Cedeño,Venezuela,7.6492,-66.1759
Aravattūr,India,10.6649,79.4507
Jagoniguda,India,17.32,78.52
Mīrpeta,India,17.32,78.52
Lupon,Philippines,6.8969,126.0117
Phalodi,India,27.131,72.364
Embu-Guaçu,Brazil,-23.8322,-46.8114
Târgovişte,Romania,44.9244,25.4572
Veliko Tarnovo,Bulgaria,43.0787,25.6283
Delray Beach,United States,26.455,-80.0905
Nueva Guinea,Nicaragua,11.6833,-84.45
Acilia,Italy,41.7833,12.3667
Veenendaal,Netherlands,52.025,5.555
Kati,Mali,12.7504,-8.08
Güines,Cuba,22.8475,-82.0236
Beypore,India,11.18,75.81
Pessac,France,44.8067,-0.6311
El Seibo,Dominican Republic,18.77,-69.04
Ubatuba,Brazil,-23.4339,-45.0708
Middletown,United States,40.3892,-74.082
Grays,United Kingdom,51.475,0.33
Watsonville,United States,36.9206,-121.7708
Develi,Turkey,38.3886,35.4925
Bongabon,Philippines,15.6321,121.1448
Kissidougou,Guinea,9.1905,-10.12
Cosmópolis,Brazil,-22.6458,-47.1961
Janaúba,Brazil,-15.8025,-43.3089
Āksum,Ethiopia,14.1208,38.7278
Janiuay,Philippines,10.95,122.5
Calimera,Italy,40.25,18.2833
San Mateo Atenco,Mexico,19.2667,-99.5333
Botolan,Philippines,15.2896,120.0245
Siddipet,India,18.1019,78.8519
Ilidža,Bosnia and Herzegovina,43.8331,18.3039
Rosales,Philippines,15.8944,120.6328
Mount Vernon,United States,48.4203,-122.3115
Hihyā,Egypt,30.6687,31.5904
Vénissieux,France,45.6978,4.8867
Hīt,Iraq,33.6417,42.825
Collado-Villalba,Spain,40.6333,-4.0083
Kraljevo,Serbia,43.7234,20.687
Bolgatanga,Ghana,10.7904,-0.85
Liepāja,Latvia,56.5083,21.0111
Karimama,Benin,12.0667,3.1833
Karlskrona,Sweden,56.1611,15.5881
La Carlota,Philippines,10.42,122.92
San Mateo,Philippines,16.88,121.58
Focşani,Romania,45.7,27.1797
Nālūt,Libya,31.8685,10.9812
Katwijk,Netherlands,52.2,4.4167
Jidd Ḩafş,Bahrain,26.219,50.538
Walton upon Thames,United Kingdom,51.3868,-0.4133
Ramos Arizpe,Mexico,25.55,-100.9667
Palatine,United States,42.118,-88.043
Aflao,Ghana,6.1468,1.1799
Karakax,China,37.2714,79.7267
Novi Pazar,Serbia,43.15,20.5167
Lytkarino,Russia,55.5833,37.9
Victoria,United States,28.8287,-96.9849
Cabedelo,Brazil,-6.9808,-34.8339
Koratla,India,18.8215,78.7119
Saiki,Japan,32.9597,131.9
Weiyuan,China,36.8413,101.9557
Damba,Angola,-6.8833,15.0167
Chignahuapan,Mexico,19.8333,-98.0333
Yachimata,Japan,35.6667,140.3167
Skokie,United States,42.036,-87.74
Szolnok,Hungary,47.1747,20.1764
Zacapa,Guatemala,14.9667,-89.5333
Morristown,United States,36.2043,-83.3001
Guangping,China,36.4778,114.9333
Sammamish,United States,47.6017,-122.0416
Union City,United States,40.7675,-74.0323
Queen Creek,United States,33.2454,-111.6173
Alpharetta,United States,34.0704,-84.2738
Gudermes,Russia,43.35,46.1
Opol,Philippines,8.52,124.57
Hashima,Japan,35.3199,136.7033
Lima,United States,40.741,-84.112
Växjö,Sweden,56.8837,14.8167
Huquan,China,39.7603,114.2834
Seinäjoki,Finland,62.7917,22.8417
Zanhuang,China,37.6656,114.3861
Neuwied,Germany,50.4286,7.4614
Sandefjord,Norway,59.1288,10.2197
Novi,United States,42.4786,-83.4893
Reghaïa,Algeria,36.7631,3.3426
Kampung Tengah,Indonesia,1.4836,101.9561
Bengkalis,Indonesia,1.4897,102.0797
Virginia,South Africa,-28.1064,26.8622
Sahaswān,India,28.068,78.751
Marondera,Zimbabwe,-18.1897,31.5467
Ocoyoacac,Mexico,19.2739,-99.4606
El Prat de Llobregat,Spain,41.3333,2.1
Arāmbāgh,India,22.88,87.78
Great Falls,United States,47.5022,-111.2996
Pidugurālla,India,16.4793,79.8863
Massa,Italy,44.0333,10.1333
Cazin,Bosnia and Herzegovina,44.9667,15.9333
Lençóis Paulista,Brazil,-22.5986,-48.8003
Tsuruga,Japan,35.6452,136.0555
Ilo,Peru,-17.6459,-71.3453
Oberá,Argentina,-27.4833,-55.1333
Ames,United States,42.0256,-93.6217
Genk,Belgium,50.9653,5.5006
Goz-Beida,Chad,12.2236,21.4144
Chibok,Nigeria,10.8697,12.8467
Juana Díaz,Puerto Rico,18.0532,-66.5044
Oued Lill,Tunisia,36.8333,10.05
Ban Suan,Thailand,13.3516,101.0082
Oas,Philippines,13.2589,123.4953
Wamena,Indonesia,-4.0975,138.9511
Dangbo,Benin,6.5,2.6833
Moita,Portugal,38.65,-8.9833
Agoo,Philippines,16.322,120.3647
El Carmen de Bolívar,Colombia,9.7167,-75.1333
Torreón,Mexico,25.5419,-103.4083
Puliyankudi,India,9.1725,77.3956
Madirovalo,Madagascar,-16.4416,46.5456
Taman Johor Jaya,Malaysia,1.5392,103.8092
Hua Hin,Thailand,12.5686,99.9578
Lantapan,Philippines,8.0,125.0233
Asenovgrad,Bulgaria,42.0167,24.8667
Gloucester,United States,39.7924,-75.0363
Viterbo,Italy,42.4186,12.1042
Anamur,Turkey,36.0243,32.8026
Lahat,Indonesia,-3.8,103.5333
Itapetinga,Brazil,-15.2489,-40.2478
Wilde,Argentina,-34.7,-58.3167
Garissa,Kenya,-0.4569,39.6583
Tatabánya,Hungary,47.5862,18.3949
Martínez,Argentina,-34.4833,-58.5
Kavála,Greece,40.9333,24.4
Karlstad,Sweden,59.3671,13.4999
Coron,Philippines,12.0,120.2
Roxas,Philippines,17.12,121.62
Aigáleo,Greece,37.992,23.678
Nizhyn,Ukraine,51.0381,31.8861
Finchley,United Kingdom,51.599,-0.187
Thornton Heath,United Kingdom,51.4002,-0.1086
Sangamner,India,19.5678,74.2115
Chegutu,Zimbabwe,-18.14,30.15
Kiamba,Philippines,5.9912,124.6257
Fukutsu,Japan,33.7669,130.4911
Romita,Mexico,20.8708,-101.5169
San Remigio,Philippines,11.0,123.95
Gohna,India,29.13,76.9
Pulivendla,India,14.4194,78.225
Urus-Martan,Russia,43.1333,45.55
Ruteng,Indonesia,-8.6127,120.463
Santo Tomé,Argentina,-31.6667,-60.7667
Smila,Ukraine,49.2336,31.8822
Ina,Japan,35.8275,137.954
Youssoufia,Morocco,32.25,-8.5333
Surubim,Brazil,-7.8331,-35.7547
Lutayan,Philippines,6.6,124.85
Tulcea,Romania,45.1775,28.8036
Arima,Trinidad and Tobago,10.6333,-61.2833
Angat,Philippines,14.9281,121.0293
Weimar,Germany,50.9811,11.3294
Qiryat Gat,Israel,31.61,34.7642
Kirtipur,Nepal,27.6667,85.2833
Kronjo,Indonesia,-6.0667,106.4167
Qarqan,China,38.1338,85.5333
Bom Jesus da Lapa,Brazil,-13.255,-43.4178
Korba,Tunisia,36.5667,10.8667
Piripiri,Brazil,-4.2728,-41.7769
Xarardheere,Somalia,4.6544,47.8575
San Francisco El Alto,Guatemala,14.95,-91.45
Malden,United States,42.4305,-71.0576
Sindelfingen,Germany,48.7133,9.0028
San Antonio Suchitepéquez,Guatemala,14.5333,-91.4167
Kānhangād,India,12.3167,75.0667
Shanxia,China,24.2678,116.1107
Xiantangcun,China,23.794,114.7447
Al Minshāh,Egypt,26.4769,31.8036
Los Amates,Guatemala,15.2667,-89.1
Xieqiaocun,China,30.4973,120.6106
Jaisalmer,India,26.913,70.915
Seydişehir,Turkey,37.4183,31.8506
Kurabūr,India,13.4,78.006
Aïn Defla,Algeria,36.2652,1.9703
Gniezno,Poland,52.5358,17.5958
Dundalk,United States,39.2704,-76.4942
São Bento do Sul,Brazil,-26.25,-49.3789
Narok,Kenya,-1.0833,35.8667
São Félix do Xingu,Brazil,-6.645,-51.995
Albany,United States,44.6272,-123.0965
Ārān Bīdgol,Iran,34.0589,51.4817
Castro Valley,United States,37.7088,-122.0626
Bāqershahr,Iran,35.5344,51.4058
Giddarbāha,India,30.2,74.67
Täby,Sweden,59.5,18.05
Purulhá,Guatemala,15.2667,-90.2
Rovaniemi,Finland,66.5,25.7333
Dalton,United States,34.769,-84.972
Villa Curuguaty,Paraguay,-24.4692,-55.6947
Tamlūk,India,22.3,87.92
Wels,Austria,48.15,14.0167
Hadjout,Algeria,36.5167,2.4167
Jamjamāl,Iraq,35.5333,44.8342
Sinnar,India,19.85,74.0
Pavlovskiy Posad,Russia,55.7667,38.6667
Vaijāpur,India,19.9267,74.7275
Jocotitlán,Mexico,19.7072,-99.7867
Lynwood,United States,33.924,-118.2016
Solano,Philippines,16.5183,121.1811
Quezon,Philippines,9.235,117.9967
Pruszków,Poland,52.1667,20.8
Birnin Konni,Niger,13.7904,5.2599
Ouricuri,Brazil,-7.8828,-40.0819
Tigbauan,Philippines,10.6747,122.3776
Jagraon,India,30.78,75.48
Alīpur Duār,India,26.489,89.527
Debre Birhan,Ethiopia,9.6833,39.5333
Pateros,Philippines,14.5448,121.0671
Plauen,Germany,50.4833,12.1167
Dhūri,India,30.3685,75.8679
Rechytsa,Belarus,54.3667,30.4
Xibang,China,30.9472,120.8889
Ḩalabjah,Iraq,35.1833,45.9833
Rosenheim,Germany,47.85,12.1333
Kitamoto,Japan,36.0269,139.5302
Dormagen,Germany,51.1,6.8167
Irpin,Ukraine,50.5167,30.25
Guider,Cameroon,9.9342,13.9486
Pflugerville,United States,30.4515,-97.6018
San Jose,Philippines,10.7433,121.9411
Toboali,Indonesia,-2.9997,106.4656
Sebring,United States,27.477,-81.453
Villach,Austria,46.6167,13.85
Kenner,United States,30.0109,-90.2549
Clichy,France,48.9044,2.3064
Xinbin,China,41.7342,125.04
Kalush,Ukraine,49.0442,24.3597
Estância,Brazil,-11.2678,-37.4378
Itaberaba,Brazil,-12.5278,-40.3069
Rāth,India,25.58,79.57
Ogōshi,Japan,32.8858,130.7897
Villasis,Philippines,15.9,120.58
Mecheria,Algeria,33.55,-0.2833
Zeist,Netherlands,52.0906,5.2331
Gurupi,Brazil,-11.7289,-49.0689
Farnborough,United Kingdom,51.29,-0.75
Bāzār-e Yakāwlang,Afghanistan,34.7333,66.9667
Patuakhāli,Bangladesh,22.2591,90.3184
Kanyobagonga,Congo (Kinshasa),-0.702,29.1726
Tāsgaon,India,17.03,74.6
Popondetta,Papua New Guinea,-8.7656,148.2347
Saidu Sharif,Pakistan,34.75,72.3572
Matamey,Niger,13.4231,8.4748
Port Charlotte,United States,26.9918,-82.114
Caripito,Venezuela,10.1167,-63.1
Maasin,Philippines,5.87,125.0
Keitumkawn,India,23.31,92.85
Autlán de Navarro,Mexico,19.7667,-104.3667
Busia,Uganda,0.4669,34.09
Ioánnina,Greece,39.6636,20.8522
La Ceja,Colombia,6.0306,-75.4317
Kolonnawa,Sri Lanka,6.9329,79.8848
Coyula,Mexico,20.6586,-103.2264
Loughborough,United Kingdom,52.7725,-1.2078
Chiquimulilla,Guatemala,14.0833,-90.3833
Don Torcuato,Argentina,-34.5,-58.6167
Tigre,Argentina,-34.5,-58.6167
Nagcarlan,Philippines,14.1364,121.4165
Palaió Fáliro,Greece,37.9333,23.7
Ladysmith,South Africa,-28.5597,29.7806
Tomigusuku,Japan,26.1611,127.6689
Igarapé-Miri,Brazil,-1.975,-48.96
Bordj Menaïel,Algeria,36.7417,3.7231
Gwacheon,"Korea, South",37.4333,127.0
Sabinas,Mexico,27.9167,-101.3
Ostrowiec Świętokrzyski,Poland,50.9333,21.4
Soloma,Guatemala,15.7167,-91.45
As Suwaydā’,Syria,32.7004,36.5666
Waltham,United States,42.3889,-71.2423
Weishui,China,38.023,114.1458
Chipindo,Angola,-13.8244,15.8
Faīẕābād,Afghanistan,37.1166,70.58
Sangzishi,China,27.6675,111.3706
Oued Rhiou,Algeria,35.9667,0.9167
Kensington,United Kingdom,51.5,-0.19
Meulaboh,Indonesia,4.1333,96.1167
Marinilla,Colombia,6.1738,-75.3347
Gerli,Argentina,-34.6833,-58.3667
Commerce City,United States,39.8641,-104.843
Binga,Congo (Kinshasa),2.4,20.42
Santo Domingo Tehuantepec,Mexico,16.3244,-95.2389
Fredericton,Canada,45.9636,-66.6431
Néa Ionía,Greece,38.0333,23.75
Brentwood,United States,37.9356,-121.719
Boston,United Kingdom,52.974,-0.0214
Grevenbroich,Germany,51.0883,6.5875
Lechang,China,35.6415,111.4633
Faro,Portugal,37.0161,-7.935
Pirané,Argentina,-25.7328,-59.11
Narapalli,India,17.4167,78.6287
Fujioka,Japan,36.2587,139.0746
Ţūlkarm,West Bank,32.3104,35.0286
Quimper,France,47.9967,-4.0964
Ivry-sur-Seine,France,48.8078,2.3747
Beloretsk,Russia,53.9667,58.4
Isabela,Philippines,10.2,122.98
Hilongos,Philippines,10.37,124.75
North Little Rock,United States,34.7807,-92.2371
Arrecife,Spain,28.9625,-13.5506
Pālitāna,India,21.52,71.83
Roeselare,Belgium,50.9333,3.1167
South San Francisco,United States,37.6538,-122.4196
Rivera,Uruguay,-30.9025,-55.5506
Rahat,Israel,31.3925,34.7544
Itamaraju,Brazil,-17.0392,-39.5311
Al Qurayn,Egypt,30.6161,31.735
Dharmapuri,India,12.1211,78.1582
Apaseo el Alto,Mexico,20.45,-100.6167
Sokhumi,Georgia,43.0,41.0167
Idappādi,India,11.5835,77.8341
Hiriyūr,India,13.9446,76.6172
Porto Nacional,Brazil,-10.7078,-48.4169
Paignton,United Kingdom,50.4353,-3.5625
Potenza,Italy,40.6333,15.8
Neubrandenburg,Germany,53.5569,13.2611
Chunian,Pakistan,31.0167,73.85
Malvar,Philippines,14.0417,121.1583
Santiago Tianguistenco,Mexico,19.1797,-99.4706
Bellevue,United States,41.1485,-95.939
Waterlooville,United Kingdom,50.88,-1.03
Sirsi,India,28.64,78.64
Sibulan,Philippines,9.35,123.28
Póvoa de Varzim,Portugal,41.3828,-8.7628
Ash Shaykh Zuwayd,Egypt,31.2119,34.1106
Chervonohrad,Ukraine,50.3867,24.2289
Burnsville,United States,44.7648,-93.2793
Saravia,Philippines,10.88,122.97
Valence,France,44.9333,4.8917
Burhaniye,Turkey,39.5,26.95
Seraing,Belgium,50.5986,5.5122
Głogów,Poland,51.6589,16.0803
Atimonan,Philippines,14.0036,121.9199
Rayong,Thailand,12.6742,101.2789
Misantla,Mexico,19.9333,-96.85
Bourges,France,47.0844,2.3964
Greenwood,United States,39.6019,-86.1073
Kodād,India,16.9978,79.9653
Sangmélima,Cameroon,2.9333,11.9833
Alba Iulia,Romania,46.0669,23.57
Ciénaga de Oro,Colombia,8.8833,-75.6167
Ferrol,Spain,43.4844,-8.2328
Bertioga,Brazil,-23.8539,-46.1389
Qinggang,China,46.69,126.1
Granollers,Spain,41.608,2.288
La Línea de la Concepción,Spain,36.1681,-5.3486
Tādepalle,India,16.4803,80.6186
Grande Prairie,Canada,55.1708,-118.7947
Rowlett,United States,32.9155,-96.5489
Welkom,South Africa,-27.9831,26.7208
Qal‘ah-ye Now,Afghanistan,34.9867,63.1292
San Felipe,Chile,-32.75,-70.7239
Yanagawa,Japan,33.1631,130.4058
Pomezia,Italy,41.6693,12.5021
Boryspil,Ukraine,50.35,30.95
Plettenberg Bay,South Africa,-34.05,23.3667
Siuna,Nicaragua,13.7333,-84.7667
Talagang,Pakistan,32.9278,72.4111
Teresa,Philippines,14.5586,121.2083
Randers,Denmark,56.4607,10.0364
Kristiansand,Norway,58.1467,7.9956
Ishimbay,Russia,53.45,56.0333
Antony,France,48.7539,2.2975
Armūr,India,18.79,78.29
Laguna Niguel,United States,33.5275,-117.705
Atotonilco el Alto,Mexico,20.5333,-102.5
Guiseley,United Kingdom,53.875,-1.706
Ensenada Berisso,Argentina,-34.8667,-57.9
Kashmor,Pakistan,28.26,69.35
Sodegaura,Japan,35.43,139.9544
